STT,SrcIP,SrcPort,DstIP,DstPort,Proto,FlowDuration,FlowPktsPerSec,FlowBytesPerSec,FlowIATMean,PktLenMean,Label_unlabeled,Label
2427,172.16.0.5,543,192.168.50.4,41271,17,3018,276381,662690,3018,271,0,Portmap
2428,192.168.50.8,59692,172.217.3.99,443,6,2133,1477253,937646,2133,66,0,BENIGN
2429,172.16.0.5,544,192.168.50.4,30484,17,2131,391422,938526,2131,271,0,Portmap
2430,172.16.0.5,804,192.168.50.4,45655,17,3192,261316,626566,3192,271,0,Portmap
2431,172.16.0.5,648,192.168.50.4,1955,17,2200,379145,909090,2200,271,0,Portmap
2432,172.16.0.5,563,192.168.50.4,45947,17,3212,259688,622665,3212,271,0,Portmap
2433,192.168.50.6,56900,4.2.2.4,53,17,2630,836999,760456,2630,87,0,BENIGN
2434,192.168.50.6,55216,199.166.0.200,443,6,10112865210,0,0,532256063,265,0,BENIGN
2435,172.16.0.5,1020,192.168.50.4,10445,17,35983,23180,55581,35983,271,0,Portmap
2436,192.168.50.6,64157,4.2.2.4,53,17,29948,83353,66782,29948,85,0,BENIGN
2437,172.16.0.5,648,192.168.50.4,145,17,2782,299827,718907,2782,271,0,Portmap
2438,172.16.0.5,648,192.168.50.4,30901,17,2851,867899,701508,2851,289,0,Portmap
2439,172.16.0.5,648,192.168.50.4,6200,17,4934,501496,405350,4934,289,0,Portmap
2440,172.16.0.5,937,192.168.50.4,31746,17,2879,289725,694685,2879,271,0,Portmap
2441,172.16.0.5,744,192.168.50.4,22831,17,3319,251316,602591,3319,271,0,Portmap
2442,172.217.12.162,443,192.168.50.8,59614,6,400617484792,0,0,474288475,158,0,BENIGN
2443,192.168.50.6,61879,8.8.8.8,53,17,2870,1075334,696864,2870,81,0,BENIGN
2444,172.16.0.5,810,192.168.50.4,38709,17,3142,1110383,636537,3142,253,0,Portmap
2445,192.168.50.8,54266,8.8.8.8,53,17,2438,351113,820344,2438,67,0,BENIGN
2446,172.16.0.5,827,192.168.50.4,38655,17,3058,272766,654022,3058,271,0,Portmap
2447,172.16.0.5,704,192.168.50.4,31726,17,3019,276290,662471,3019,271,0,Portmap
2448,172.16.0.5,648,192.168.50.4,4895,17,2377,350913,841396,2377,271,0,Portmap
2449,172.16.0.5,827,192.168.50.4,56858,17,4437,187992,450755,4437,271,0,Portmap
2450,172.16.0.5,648,192.168.50.4,2315,17,2211,1577940,904568,2211,253,0,Portmap
2451,172.16.0.5,648,192.168.50.4,52797,17,2951,282656,677736,2951,271,0,Portmap
2452,172.16.0.5,698,192.168.50.4,50060,17,3116,267689,641848,3116,271,0,Portmap
2453,172.16.0.5,648,192.168.50.4,63717,17,2335,357225,856531,2335,271,0,Portmap
2454,172.16.0.5,951,192.168.50.4,64276,17,3064,272232,652741,3064,271,0,Portmap
2455,192.168.50.8,63043,4.2.2.4,53,17,2977,166703,671817,2977,84,0,BENIGN
2456,172.16.0.5,648,192.168.50.4,44780,17,2719,306774,735564,2719,271,0,Portmap
2457,172.16.0.5,648,192.168.50.4,43137,17,3062,272410,653167,3062,271,0,Portmap
2458,172.16.0.5,983,192.168.50.4,9519,17,2865,291141,698080,2865,271,0,Portmap
2459,172.16.0.5,650,192.168.50.4,55606,17,3211,259769,622858,3211,271,0,Portmap
2460,172.16.0.5,857,192.168.50.4,5002,17,3145,265221,635930,3145,271,0,Portmap
2461,172.16.0.5,832,192.168.50.4,39195,17,3338,249886,599161,3338,271,0,Portmap
2462,172.16.0.5,847,192.168.50.4,8376,17,2700,308933,740740,2700,271,0,Portmap
2463,172.16.0.5,1020,192.168.50.4,31458,17,2766,301562,723065,2766,271,0,Portmap
2464,172.16.0.5,763,192.168.50.4,12153,17,2982,279718,670690,2982,271,0,Portmap
2465,172.16.0.5,624,192.168.50.4,10090,17,52213,15975,38304,52213,271,0,Portmap
2466,172.16.0.5,755,192.168.50.4,60567,17,2827,295055,707463,2827,271,0,Portmap
2467,172.16.0.5,806,192.168.50.4,31030,17,2940,841626,680272,2940,289,0,Portmap
2468,172.16.0.5,979,192.168.50.4,46937,17,2496,334182,801282,2496,271,0,Portmap
2469,172.16.0.5,868,192.168.50.4,19855,17,2008,415398,996015,2008,271,0,Portmap
2470,172.16.0.5,522,192.168.50.4,28543,17,38465,106971,51995,38465,307,0,Portmap
2471,192.168.50.9,57352,104.88.47.174,443,6,5414607415,0,0,284979337,133,0,BENIGN
2472,172.16.0.5,1019,192.168.50.4,64698,17,2005,416020,997506,2005,271,0,Portmap
2473,172.16.0.5,852,192.168.50.4,30385,17,4305,574769,464576,4305,289,0,Portmap
2474,192.168.50.6,64536,4.2.2.4,53,17,21977,22581,91004,21977,84,0,BENIGN
2475,172.16.0.5,618,192.168.50.4,341,17,3077,271082,649983,3077,271,0,Portmap
2476,172.16.0.5,798,192.168.50.4,41661,17,3117,267603,641642,3117,271,0,Portmap
2477,192.168.50.8,62119,8.8.8.8,53,17,3004,1420132,665778,3004,73,0,BENIGN
2478,192.168.50.8,52081,4.2.2.4,53,17,4435,562858,450958,4435,85,0,BENIGN
2479,172.16.0.5,834,192.168.50.4,20280,17,2903,852353,688942,2903,289,0,Portmap
2480,172.16.0.5,842,192.168.50.4,43436,17,2166,385097,923361,2166,271,0,Portmap
2481,192.168.50.6,54858,172.217.12.193,443,6,170607460807,0,0,874955758,116,0,BENIGN
2482,192.168.50.8,60057,8.8.8.8,53,17,4425,445449,451977,4425,74,0,BENIGN
2483,172.16.0.5,637,192.168.50.4,37452,17,2817,1238490,709975,2817,253,0,Portmap
2484,172.16.0.5,648,192.168.50.4,23869,17,3577,233190,559127,3577,271,0,Portmap
2485,192.168.50.8,61440,4.2.2.4,53,17,3666,922306,545553,3666,79,0,BENIGN
2486,172.16.0.5,767,192.168.50.4,11985,17,3384,246489,591016,3384,271,0,Portmap
2487,23.194.177.32,443,192.168.50.8,59645,6,5235108770,0,0,275532040,786,0,BENIGN
2488,172.16.0.5,648,192.168.50.4,16839,17,2637,938332,758437,2637,289,0,Portmap
2489,74.208.236.171,80,192.168.50.6,54818,6,409433447,6,4,81886689,62,0,BENIGN
2490,192.168.50.6,56385,4.2.2.4,53,17,787717889900,0,0,861977432,78,0,BENIGN
2491,172.16.0.5,564,192.168.50.4,31511,17,21731,38383,92034,21731,271,0,Portmap
2492,192.168.50.8,63735,4.2.2.4,53,17,3313,931545,603682,3313,81,0,BENIGN
2493,192.168.50.6,54410,4.2.2.4,53,17,4200,469312,476190,4200,74,0,BENIGN
2494,172.16.0.5,960,192.168.50.4,23600,17,2981,279812,670915,2981,271,0,Portmap
2495,172.16.0.5,857,192.168.50.4,7896,17,3222,258882,620732,3222,271,0,Portmap
2496,172.16.0.5,648,192.168.50.4,35158,17,4168,200124,479846,4168,271,0,Portmap
2497,172.16.0.5,648,192.168.50.4,46549,17,3292,135326,607533,3292,361,0,Portmap
2498,172.16.0.5,648,192.168.50.4,48609,17,1923,433760,1040041,1923,271,0,Portmap
2499,192.168.50.6,53617,4.2.2.4,53,17,20082,168368,99591,20082,79,0,BENIGN
2500,172.16.0.5,52312,192.168.50.4,15789,6,150253324,25,26,50084441,60,0,Portmap
2501,172.16.0.5,964,192.168.50.4,42294,17,2443,341432,818665,2443,271,0,Portmap
2502,192.168.50.6,55015,192.0.73.2,80,6,30053696138,0,0,2003579742,104,0,BENIGN
2503,172.217.6.226,443,192.168.50.8,59867,6,171883202233,0,0,1868295676,148,0,BENIGN
2504,172.16.0.5,731,192.168.50.4,58602,17,3166,1299634,631711,3166,307,0,Portmap
2505,172.16.0.5,648,192.168.50.4,18742,17,3400,245329,588235,3400,271,0,Portmap
2506,192.168.50.8,52628,4.2.2.4,53,17,2820,1512794,709219,2820,73,0,BENIGN
2507,172.16.0.5,966,192.168.50.4,24867,17,2999,278132,666888,2999,271,0,Portmap
2508,172.16.0.5,566,192.168.50.4,54754,17,3112,268033,642673,3112,271,0,Portmap
2509,172.16.0.5,648,192.168.50.4,34313,17,32387,25754,61753,32387,271,0,Portmap
2510,172.16.0.5,899,192.168.50.4,40355,17,2539,328523,787711,2539,271,0,Portmap
2511,172.16.0.5,890,192.168.50.4,43393,17,4231,197145,472701,4231,271,0,Portmap
2512,192.168.50.6,58615,4.2.2.4,53,17,2592,735471,771604,2592,89,0,BENIGN
2513,34.208.7.98,443,192.168.50.9,50556,6,60597117878,0,0,2423884715,311,0,BENIGN
2514,172.16.0.5,943,192.168.50.4,65236,17,2760,302217,724637,2760,271,0,Portmap
2515,172.16.0.5,648,192.168.50.4,23465,17,44505,18742,44938,44505,271,0,Portmap
2516,172.16.0.5,739,192.168.50.4,40586,17,2893,288323,691323,2893,271,0,Portmap
2517,172.16.0.5,582,192.168.50.4,20606,17,4471,186562,447327,4471,271,0,Portmap
2518,172.16.0.5,942,192.168.50.4,30420,17,2447,340874,817327,2447,271,0,Portmap
2519,192.168.50.6,56815,4.2.2.4,53,17,2747,1445617,728066,2747,75,0,BENIGN
2520,172.16.0.5,517,192.168.50.4,54681,17,2286,1082406,874890,2286,289,0,Portmap
2521,172.16.0.5,648,192.168.50.4,58117,17,4499,185401,444543,4499,271,0,Portmap
2522,172.16.0.5,855,192.168.50.4,11396,17,4043,206312,494682,4043,271,0,Portmap
2523,192.168.50.8,52232,4.2.2.4,53,17,2215,889892,902934,2215,74,0,BENIGN
2524,172.16.0.5,648,192.168.50.4,52032,17,4379,190482,456725,4379,271,0,Portmap
2525,192.168.50.6,63199,8.8.8.8,53,17,4566,187475,438020,4566,67,0,BENIGN
2526,172.16.0.5,662,192.168.50.4,13069,17,2223,375222,899685,2223,271,0,Portmap
2527,192.168.50.6,54360,4.2.2.4,53,17,2818,594799,709723,2818,76,0,BENIGN
2528,172.16.0.5,648,192.168.50.4,22633,17,2183,382098,916170,2183,271,0,Portmap
2529,172.217.10.70,443,192.168.50.6,54992,6,191469676682,0,0,2486619177,469,0,BENIGN
2530,172.16.0.5,648,192.168.50.4,35725,17,46373,17987,43128,46373,271,0,Portmap
2531,172.16.0.5,707,192.168.50.4,54708,17,3010,277116,664451,3010,271,0,Portmap
2532,192.168.50.9,41998,98.139.225.43,443,6,16399867541,0,0,607402501,204,0,BENIGN
2533,192.168.50.6,56925,4.2.2.4,53,17,2336,1321151,856164,2336,81,0,BENIGN
2534,192.168.50.6,56936,4.2.2.4,53,17,2064,669175,968992,2064,78,0,BENIGN
2535,172.16.0.5,670,192.168.50.4,47399,17,3255,448521,614439,3255,325,0,Portmap
2536,192.168.50.8,57733,4.2.2.4,53,17,2427,82945,824062,2427,86,0,BENIGN
2537,172.16.0.5,648,192.168.50.4,27554,17,3198,260825,625390,3198,271,0,Portmap
2538,172.16.0.5,723,192.168.50.4,44057,17,3448,241914,580046,3448,271,0,Portmap
2539,172.16.0.5,564,192.168.50.4,14097,17,4311,193486,463929,4311,271,0,Portmap
2540,172.16.0.5,732,192.168.50.4,14892,17,47791,17453,41848,47791,271,0,Portmap
2541,172.217.2.164,443,192.168.50.8,59764,6,149118787,12,20,9941252,395,0,BENIGN
2542,192.168.50.8,59684,74.208.236.171,80,6,645541519,2,2,71726835,135,0,BENIGN
2543,192.168.50.6,54822,72.21.91.29,80,6,175488539018,0,0,3733798702,96,0,BENIGN
2544,172.16.0.5,621,192.168.50.4,19985,17,4805,173594,416233,4805,271,0,Portmap
2545,172.16.0.5,963,192.168.50.4,35947,17,3058,272766,654022,3058,271,0,Portmap
2546,192.168.50.8,59624,74.208.236.171,80,6,28182,111808,70967,28182,66,0,BENIGN
2547,192.168.50.6,55168,172.217.6.195,443,6,170593508243,0,0,2707833464,119,0,BENIGN
2548,192.168.50.6,52913,4.2.2.4,53,17,3360,59913,595238,3360,86,0,BENIGN
2549,172.16.0.5,648,192.168.50.4,37615,17,2132,391238,938086,2132,271,0,Portmap
2550,172.16.0.5,566,192.168.50.4,15024,17,2127,392158,940291,2127,271,0,Portmap
2551,192.168.50.6,54685,4.2.2.4,53,17,5535,344415,361336,5535,89,0,BENIGN
2552,172.16.0.5,725,192.168.50.4,24459,17,2106,396068,949667,2106,271,0,Portmap
2553,192.168.50.9,34670,52.85.89.77,443,6,5535300472,0,0,291331603,134,0,BENIGN
2554,172.16.0.5,648,192.168.50.4,42182,17,2182,1598912,916590,2182,253,0,Portmap
2555,172.16.0.5,575,192.168.50.4,5032,17,2957,282083,676361,2957,271,0,Portmap
2556,172.16.0.5,648,192.168.50.4,21326,17,2709,307907,738279,2709,271,0,Portmap
2557,172.16.0.5,583,192.168.50.4,65397,17,4736,176123,422297,4736,271,0,Portmap
2558,192.168.50.8,59659,74.208.236.171,80,6,15143130704,0,0,1164856208,103,0,BENIGN
2559,172.16.0.5,627,192.168.50.4,4127,17,4075,204692,490797,4075,271,0,Portmap
2560,172.16.0.5,669,192.168.50.4,44828,17,4212,198034,474833,4212,271,0,Portmap
2561,192.168.50.8,59782,172.217.10.74,443,6,170928256962,0,0,87808523,121,0,BENIGN
2562,192.168.50.8,65314,4.2.2.4,53,17,2384,1047095,838926,2384,85,0,BENIGN
2563,172.16.0.5,648,192.168.50.4,34239,17,4192,198979,477099,4192,271,0,Portmap
2564,192.168.50.9,50274,72.21.91.29,80,6,116013389322,0,0,3515557252,92,0,BENIGN
2565,172.16.0.5,648,192.168.50.4,63239,17,38006,65105,52623,38006,289,0,Portmap
2566,172.16.0.5,749,192.168.50.4,16459,17,3070,805987,651465,3070,289,0,Portmap
2567,192.168.50.8,59762,172.217.2.166,443,6,113483268,31,9,8729482,146,0,BENIGN
2568,172.16.0.5,648,192.168.50.4,20729,17,31163,26766,64178,31163,271,0,Portmap
2569,172.16.0.5,1009,192.168.50.4,18068,17,3392,245908,589622,3392,271,0,Portmap
2570,172.16.0.5,990,192.168.50.4,64537,17,3119,382769,641231,3119,254,0,Portmap
2571,172.16.0.5,648,192.168.50.4,55498,17,3385,246416,590841,3385,271,0,Portmap
2572,172.16.0.5,1006,192.168.50.4,6821,17,3485,239345,573888,3485,271,0,Portmap
2573,192.168.50.8,59415,4.2.2.4,53,17,3041,626879,657678,3041,89,0,BENIGN
2574,172.16.0.5,527,192.168.50.4,27202,17,2367,352395,844951,2367,271,0,Portmap
2575,172.16.0.5,516,192.168.50.4,42195,17,3137,1311649,637551,3137,307,0,Portmap
2576,156.154.200.36,443,192.168.50.9,36634,6,235499289,9,10,10239099,459,0,BENIGN
2577,172.16.0.5,648,192.168.50.4,8334,17,4110,202949,486618,4110,271,0,Portmap
2578,72.21.91.29,80,192.168.50.8,59878,6,115673687819,0,0,3731409284,162,0,BENIGN
2579,192.168.50.6,49725,4.2.2.4,53,17,3347,599639,597550,3347,132,0,BENIGN
2580,172.16.0.5,586,192.168.50.4,26154,17,3100,269071,645161,3100,271,0,Portmap
2581,23.192.125.11,80,192.168.50.6,55208,6,116351715354,0,0,3753281140,172,0,BENIGN
2582,172.16.0.5,714,192.168.50.4,28201,17,2881,289524,694203,2881,271,0,Portmap
2583,192.168.50.8,57289,4.2.2.4,53,17,2954,845049,677048,2954,85,0,BENIGN
2584,172.16.0.5,41860,192.168.50.4,8987,6,102490362,36,39,34163454,60,0,Portmap
2585,172.16.0.5,1015,192.168.50.4,51775,17,47822,17442,41821,47822,271,0,Portmap
2586,172.16.0.5,801,192.168.50.4,65020,17,3454,241494,579038,3454,271,0,Portmap
2587,172.16.0.5,648,192.168.50.4,55397,17,3098,269244,645577,3098,271,0,Portmap
2588,192.168.50.8,59838,216.58.219.226,443,6,643471861684,0,0,1772649756,189,0,BENIGN
2589,52.85.89.197,443,192.168.50.8,59925,6,162206846,24,25,10137927,687,0,BENIGN
2590,172.16.0.5,709,192.168.50.4,54053,17,2373,351504,842815,2373,271,0,Portmap
2591,172.16.0.5,666,192.168.50.4,39052,17,3625,962434,551724,3625,253,0,Portmap
2592,192.168.50.8,59620,74.208.236.171,80,6,1561472945,0,0,173496993,130,0,BENIGN
2593,192.168.50.6,55087,74.208.236.171,80,6,5673850613,0,0,378256707,61,0,BENIGN
2594,172.16.0.5,648,192.168.50.4,57311,17,3622,230292,552181,3622,271,0,Portmap
2595,172.16.0.5,727,192.168.50.4,12119,17,2924,408296,683994,2924,254,0,Portmap
2596,72.167.239.239,80,192.168.50.9,39600,6,68189249,45,35,6818924,405,0,BENIGN
2597,172.16.0.5,648,192.168.50.4,55164,17,3924,212568,509683,3924,271,0,Portmap
2598,192.168.50.6,51478,4.2.2.4,53,17,5069,841601,394555,5069,73,0,BENIGN
2599,172.16.0.5,694,192.168.50.4,25430,17,2934,284294,681663,2934,271,0,Portmap
2600,172.16.0.5,648,192.168.50.4,21331,17,3051,273392,655522,3051,271,0,Portmap
2601,172.16.0.5,648,192.168.50.4,56479,17,3376,247073,592417,3376,271,0,Portmap
2602,172.16.0.5,648,192.168.50.4,30638,17,3359,1038650,595415,3359,253,0,Portmap
2603,172.16.0.5,648,192.168.50.4,45865,17,3017,276473,662910,3017,271,0,Portmap
2604,172.16.0.5,809,192.168.50.4,33170,17,38672,21569,51717,38672,271,0,Portmap
2605,192.168.50.8,59834,172.217.10.98,443,6,172283063213,0,0,2571389003,179,0,BENIGN
2606,172.16.0.5,645,192.168.50.4,25577,17,35897,23236,55714,35897,271,0,Portmap
2607,192.168.50.8,54171,4.2.2.4,53,17,2573,53065,777302,2573,101,0,BENIGN
2608,172.16.0.5,818,192.168.50.4,48389,17,3569,977536,560381,3569,253,0,Portmap
2609,172.16.0.5,805,192.168.50.4,54867,17,4578,182201,436871,4578,271,0,Portmap
2610,172.16.0.5,749,192.168.50.4,60008,17,4875,171101,410256,4875,271,0,Portmap
2611,172.16.0.5,678,192.168.50.4,37431,17,3555,234633,562587,3555,271,0,Portmap
2612,172.16.0.5,648,192.168.50.4,41639,17,3382,246635,591366,3382,271,0,Portmap
2613,172.16.0.5,899,192.168.50.4,64089,17,3116,267689,641848,3116,271,0,Portmap
2614,172.16.0.5,760,192.168.50.4,54481,17,2080,401019,961538,2080,271,0,Portmap
2615,172.16.0.5,742,192.168.50.4,58361,17,2924,1193169,683994,2924,253,0,Portmap
2616,172.16.0.5,769,192.168.50.4,49202,17,3184,261972,628140,3184,271,0,Portmap
2617,172.16.0.5,746,192.168.50.4,60616,17,3049,273571,655952,3049,271,0,Portmap
2618,172.217.12.206,80,192.168.50.8,59731,6,118129278865,0,0,3192683212,247,0,BENIGN
2619,172.16.0.5,1014,192.168.50.4,55364,17,3385,246416,590841,3385,271,0,Portmap
2620,172.16.0.5,702,192.168.50.4,30515,17,3724,664442,537056,3724,289,0,Portmap
2621,172.16.0.5,655,192.168.50.4,19564,17,3438,242618,581733,3438,271,0,Portmap
2622,192.168.50.9,43308,23.192.125.11,80,6,116008382484,0,0,2829472743,129,0,BENIGN
2623,172.16.0.5,648,192.168.50.4,54904,17,2422,344393,825763,2422,271,0,Portmap
2624,172.16.0.5,595,192.168.50.4,43783,17,2070,1685423,966183,2070,253,0,Portmap
2625,172.16.0.5,1004,192.168.50.4,23362,17,2049,407086,976085,2049,271,0,Portmap
2626,172.16.0.5,793,192.168.50.4,53884,17,3413,244395,585994,3413,271,0,Portmap
2627,23.194.140.249,443,192.168.50.8,59777,6,115343788505,0,0,2883594712,250,0,BENIGN
2628,172.16.0.5,648,192.168.50.4,35774,17,3076,271170,650195,3076,271,0,Portmap
2629,192.168.50.8,59636,172.217.12.164,443,6,170837418444,0,0,1658615713,177,0,BENIGN
2630,192.168.50.8,58490,8.8.8.8,53,17,2527,1688199,791452,2527,73,0,BENIGN
2631,192.168.50.8,59920,54.243.175.227,443,6,30766078213,0,0,415757813,274,0,BENIGN
2632,192.168.50.6,55007,74.208.236.171,80,6,21317,147815,93821,21317,66,0,BENIGN
2633,172.16.0.5,648,192.168.50.4,64330,17,3319,251316,602591,3319,271,0,Portmap
2634,172.16.0.5,597,192.168.50.4,16614,17,2469,337837,810044,2469,271,0,Portmap
2635,172.16.0.5,648,192.168.50.4,55957,17,2733,305203,731796,2733,271,0,Portmap
2636,172.16.0.5,774,192.168.50.4,31268,17,31391,26571,63712,31391,271,0,Portmap
2637,192.168.50.6,55013,74.208.236.171,80,6,5571912720,0,0,795987531,61,0,BENIGN
2638,172.16.0.5,849,192.168.50.4,29867,17,2240,372375,892857,2240,271,0,Portmap
2639,192.168.50.9,48866,104.88.65.95,443,6,170786815384,0,0,1177840106,82,0,BENIGN
2640,172.16.0.5,607,192.168.50.4,14357,17,2150,387963,930232,2150,271,0,Portmap
2641,172.16.0.5,648,192.168.50.4,8417,17,2345,355701,852878,2345,271,0,Portmap
2642,172.16.0.5,813,192.168.50.4,5155,17,2204,378457,907441,2204,271,0,Portmap
2643,172.16.0.5,648,192.168.50.4,25731,17,59192,14091,33788,59192,271,0,Portmap
2644,172.16.0.5,648,192.168.50.4,58455,17,36786,22674,54368,36786,271,0,Portmap
2645,192.168.50.6,64237,4.2.2.4,53,17,2633,499964,759589,2633,93,0,BENIGN
2646,172.16.0.5,648,192.168.50.4,52064,17,2944,283329,679347,2944,271,0,Portmap
2647,172.16.0.5,676,192.168.50.4,16952,17,2776,300475,720461,2776,271,0,Portmap
2648,172.16.0.5,661,192.168.50.4,17557,17,3236,257762,618046,3236,271,0,Portmap
2649,192.168.50.8,49322,4.2.2.4,53,17,2420,814509,826446,2420,74,0,BENIGN
2650,173.194.205.108,465,192.168.50.9,42724,6,1666156436,1,2,36220792,197,0,BENIGN
2651,172.16.0.5,824,192.168.50.4,24253,17,2858,291854,699790,2858,271,0,Portmap
2652,172.16.0.5,687,192.168.50.4,8514,17,31738,26281,63015,31738,271,0,Portmap
2653,192.168.50.8,59869,172.217.12.162,443,6,170905089935,0,0,635334906,249,0,BENIGN
2654,172.16.0.5,648,192.168.50.4,43533,17,2283,365361,876040,2283,271,0,Portmap
2655,172.16.0.5,648,192.168.50.4,936,17,2002,416643,999000,2002,271,0,Portmap
2656,172.16.0.5,52312,192.168.50.4,6921,6,151777020,24,26,50592340,60,0,Portmap
2657,172.16.0.5,784,192.168.50.4,1693,17,2356,354041,848896,2356,271,0,Portmap
2658,172.16.0.5,722,192.168.50.4,42948,17,3139,265728,637145,3139,271,0,Portmap
2659,172.16.0.5,926,192.168.50.4,11736,17,3287,253763,608457,3287,271,0,Portmap
2660,172.16.0.5,845,192.168.50.4,59830,17,2759,302327,724900,2759,271,0,Portmap
2661,172.16.0.5,41077,192.168.50.4,10753,6,102976383,36,38,34325461,60,0,Portmap
2662,192.168.50.8,51525,4.2.2.4,53,17,4497,751873,444740,4497,79,0,BENIGN
2663,172.16.0.5,648,192.168.50.4,21458,17,3792,219968,527426,3792,271,0,Portmap
2664,172.16.0.5,648,192.168.50.4,29050,17,48484,17204,41250,48484,271,0,Portmap
2665,192.168.50.9,48504,104.239.213.7,443,6,3549,555399,563539,3549,74,0,BENIGN
2666,172.16.0.5,557,192.168.50.4,8850,17,47814,17445,41828,47814,271,0,Portmap
2667,172.16.0.5,648,192.168.50.4,59131,17,4866,171418,411015,4866,271,0,Portmap
2668,172.16.0.5,656,192.168.50.4,2866,17,2296,363292,871080,2296,271,0,Portmap
2669,172.16.0.5,574,192.168.50.4,6510,17,3327,250712,601142,3327,271,0,Portmap
2670,192.168.50.6,55954,4.2.2.4,53,17,2450,1018887,816326,2450,85,0,BENIGN
2671,192.168.50.9,46316,23.63.78.40,80,6,175653593014,0,0,1848985189,91,0,BENIGN
2672,172.16.0.5,942,192.168.50.4,31845,17,44233,18857,45215,44233,271,0,Portmap
2673,172.16.0.5,572,192.168.50.4,25595,17,2866,1217315,697836,2866,253,0,Portmap
2674,192.168.50.9,56304,172.217.9.238,443,6,171754939726,0,0,3654360419,139,0,BENIGN
2675,172.16.0.5,980,192.168.50.4,48303,17,2063,404324,969461,2063,271,0,Portmap
2676,172.16.0.5,778,192.168.50.4,44361,17,2475,337018,808080,2475,271,0,Portmap
2677,192.168.50.8,59748,172.217.3.99,443,6,2385,1321166,838574,2385,66,0,BENIGN
2678,192.168.50.8,54399,4.2.2.4,53,17,2871,378338,696621,2871,80,0,BENIGN
2679,172.16.0.5,961,192.168.50.4,58631,17,2917,285951,685635,2917,271,0,Portmap
2680,172.16.0.5,648,192.168.50.4,53187,17,2020,412931,990099,2020,271,0,Portmap
2681,172.16.0.5,673,192.168.50.4,41566,17,3131,266407,638773,3131,271,0,Portmap
2682,172.16.0.5,648,192.168.50.4,5506,17,2262,368753,884173,2262,271,0,Portmap
2683,172.16.0.5,648,192.168.50.4,52970,17,3946,211383,506842,3946,271,0,Portmap
2684,172.16.0.5,824,192.168.50.4,54764,17,2967,281132,674081,2967,271,0,Portmap
2685,172.16.0.5,701,192.168.50.4,42462,17,1928,432635,1037344,1928,271,0,Portmap
2686,172.16.0.5,631,192.168.50.4,25626,17,3261,255786,613308,3261,271,0,Portmap
2687,192.168.50.6,58495,4.2.2.4,53,17,18300,200882,109289,18300,77,0,BENIGN
2688,172.16.0.5,610,192.168.50.4,28538,17,3774,221017,529941,3774,271,0,Portmap
2689,192.168.50.6,53212,4.2.2.4,53,17,2269,1360163,881445,2269,81,0,BENIGN
2690,172.16.0.5,843,192.168.50.4,55042,17,3345,249363,597907,3345,271,0,Portmap
2691,172.16.0.5,648,192.168.50.4,6027,17,3179,262384,629128,3179,271,0,Portmap
2692,172.16.0.5,648,192.168.50.4,13073,17,45159,18470,44287,45159,271,0,Portmap
2693,172.16.0.5,1000,192.168.50.4,31282,17,2193,380355,911992,2193,271,0,Portmap
2694,192.168.50.8,59733,52.41.78.152,443,6,61396735076,0,0,2117128795,140,0,BENIGN
2695,172.16.0.5,648,192.168.50.4,2210,17,3404,245041,587544,3404,271,0,Portmap
2696,172.16.0.5,579,192.168.50.4,59486,17,2829,294846,706963,2829,271,0,Portmap
2697,172.16.0.5,872,192.168.50.4,51375,17,31298,26650,63901,31298,271,0,Portmap
2698,192.168.50.8,54261,4.2.2.4,53,17,3139,64131,637145,3139,86,0,BENIGN
2699,172.16.0.5,648,192.168.50.4,59026,17,3357,248472,595770,3357,271,0,Portmap
2700,172.16.0.5,991,192.168.50.4,19980,17,3023,275924,661594,3023,271,0,Portmap
2701,172.16.0.5,685,192.168.50.4,59061,17,3166,263462,631711,3166,271,0,Portmap
2702,172.16.0.5,1014,192.168.50.4,12174,17,45943,18155,43532,45943,271,0,Portmap
2703,172.16.0.5,648,192.168.50.4,45583,17,4231,197145,472701,4231,271,0,Portmap
2704,192.168.50.8,57882,4.2.2.4,53,17,3707,912106,539519,3707,79,0,BENIGN
2705,172.16.0.5,648,192.168.50.4,52081,17,3157,264213,633512,3157,271,0,Portmap
2706,172.16.0.5,648,192.168.50.4,53283,17,3026,275651,660938,3026,271,0,Portmap
2707,172.16.0.5,648,192.168.50.4,18779,17,3023,275924,661594,3023,271,0,Portmap
2708,74.208.236.171,80,192.168.50.6,55249,6,753429969,0,2,41857220,902,0,BENIGN
2709,192.168.50.8,61572,4.2.2.4,53,17,2256,1629496,886524,2256,77,0,BENIGN
2710,172.16.0.5,894,192.168.50.4,62136,17,4649,179419,430200,4649,271,0,Portmap
2711,172.16.0.5,717,192.168.50.4,30841,17,2837,294015,704970,2837,271,0,Portmap
2712,172.16.0.5,648,192.168.50.4,23501,17,3089,270029,647458,3089,271,0,Portmap
2713,192.168.50.6,63981,4.2.2.4,53,17,19247,145022,103912,19247,83,0,BENIGN
2714,192.168.50.6,55235,74.208.236.171,80,6,8296,379819,241080,8296,66,0,BENIGN
2715,74.208.236.171,80,192.168.50.6,54921,6,971666799,3,0,46269847,972,0,BENIGN
2716,192.168.50.6,49281,8.8.8.8,53,17,4080,483115,490196,4080,74,0,BENIGN
2717,172.16.0.5,648,192.168.50.4,8709,17,2522,330737,793021,2522,271,0,Portmap
2718,172.16.0.5,720,192.168.50.4,15421,17,3609,231122,554170,3609,271,0,Portmap
